Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
02-02-2023,Christopher Gross,Elizabeth Glass,Toyota,Silverado,2010,32568,0.052584974,1712.59
22-06-2022,Jose Cochran,Shane Espinoza,Ford,F-150,2017,37253,0.096309273,3587.81
28-02-2023,Jennifer Morales,Sandra Kramer,Ford,Silverado,2021,38533,0.129907682,5005.73
04-06-2022,Duane Hernandez,Jesus Estes,Nissan,Silverado,2014,40034,0.050214982,2010.31
23-10-2022,Tommy Turner,Kyle Young,Chevrolet,F-150,2016,10183,0.141285951,1438.71
01-12-2022,Spencer Smith,Sheryl Brown,Ford,Altima,2017,23561,0.118697117,2796.62
27-01-2023,Debra Williams,Dominique Howell,Chevrolet,Civic,2022,37099,0.084423991,3132.05
16-08-2022,Jennifer Martinez,Dawn Lewis,Toyota,Altima,2012,25242,0.078664866,1985.66
26-12-2022,Julia Johnson,Joseph Lyons,Honda,Silverado,2014,15583,0.138707046,2161.47
28-11-2022,Jessica Ramsey,Elizabeth Edwards,Honda,Corolla,2018,34551,0.052449926,1812.2
09-06-2022,Randall White,Lisa Harmon,Chevrolet,Corolla,2012,37221,0.063888931,2378.01
09-05-2022,Casey Patton,Alexander Joseph,Honda,Altima,2013,11472,0.085634545,982.4
02-07-2022,Daniel Weiss,Heidi Mitchell,Honda,Altima,2021,44695,0.058461575,2612.94
24-01-2023,Renee Lindsey,Erika Rodriguez,Honda,Civic,2010,22571,0.137769931,3109.61
14-12-2022,Cynthia Glover,Margaret Freeman,Toyota,Silverado,2019,11946,0.102949088,1229.83
28-04-2023,Brandon Moore,Savannah Drake,Nissan,F-150,2013,16956,0.067659528,1147.23
20-04-2023,Dr. Christopher Clements,Chelsey Mckinney,Nissan,Corolla,2017,49312,0.100651566,4963.33
08-06-2022,Joyce Humphrey,Mary Schmidt,Chevrolet,Corolla,2016,48827,0.061116208,2984.12
22-11-2022,Sarah Mcclure,Blake Walton,Honda,Silverado,2021,15155,0.122408269,1855.1
04-11-2022,Phyllis Clark,Christopher Brown,Toyota,Corolla,2022,44048,0.118427566,5216.5
23-10-2022,Henry Lee,Richard Weaver,Nissan,Corolla,2013,15565,0.053259897,828.99
23-07-2022,Anthony Scott,Jeff Wilson,Chevrolet,Civic,2021,33647,0.122451982,4120.14
17-09-2022,Patrick Irwin,Peter Morris,Honda,Corolla,2012,14124,0.126367953,1784.82
22-02-2023,Michael Romero,John Serrano,Ford,Corolla,2010,36403,0.112416874,4092.31
05-11-2022,Michael Young,Jennifer Baker,Nissan,Altima,2010,49815,0.127522348,6352.53
03-07-2022,Jason Edwards,Christine Johnson,Ford,F-150,2017,30870,0.121113363,3738.77
23-10-2022,Linda Wilson,Miranda Gallagher,Toyota,F-150,2019,36815,0.126120873,4643.14
01-08-2022,Brooke Thompson,Steven Russell,Toyota,Silverado,2022,40859,0.124599044,5090.99
28-03-2023,Jonathan Garcia,Chad Davis,Honda,Corolla,2012,44864,0.138528328,6214.93
25-12-2022,Rebecca Acosta,Charles Fitzpatrick,Honda,Civic,2016,38770,0.088733625,3440.2
26-12-2022,Heather Dixon,Andrew Rogers,Toyota,F-150,2016,28689,0.093212702,2674.18
06-06-2022,Jeremiah Morales,Erika Byrd,Honda,F-150,2022,20216,0.14850384,3002.15
29-04-2023,Lee Hernandez,Michael Martinez,Toyota,Civic,2010,13390,0.062407133,835.63
26-02-2023,Ann Taylor,Justin Carpenter,Honda,Corolla,2017,19368,0.086913884,1683.35
08-03-2023,Daniel Miller,Mary Robinson,Ford,F-150,2022,46937,0.093220048,4375.47
02-10-2022,Amy Cook,Carla Roth,Toyota,Silverado,2013,43198,0.128794146,5563.65
19-02-2023,Denise Young,Michael Reid,Chevrolet,Silverado,2014,32253,0.086067676,2775.94
10-11-2022,Brandi Wells,Emily Hunter,Nissan,Silverado,2011,11676,0.133414206,1557.74
28-05-2022,William Huff,Jimmy Mitchell,Ford,Corolla,2015,21587,0.142353529,3072.99
22-07-2022,Anna Frey,Lindsay Hughes,Toyota,Corolla,2012,39749,0.101796397,4046.31
28-12-2022,Lori Miller,Ryan Wu,Ford,Silverado,2021,48087,0.114215405,5492.28
08-12-2022,Kelly Garcia,Nicole Taylor,Nissan,Civic,2014,31484,0.11223849,3533.72
28-09-2022,Joshua Miller,Kayla Garcia,Chevrolet,Civic,2017,24906,0.129801528,3232.84
30-08-2022,Jade Adkins,Brian Smith,Toyota,Corolla,2018,18011,0.113062436,2036.37
06-07-2022,Philip Potts,Deborah Raymond,Ford,F-150,2020,37242,0.097808212,3642.57
17-07-2022,Karl Luna,Brittany Kelly,Toyota,F-150,2013,25964,0.106800428,2772.97
04-08-2022,Steven Phillips,Diana Pope,Chevrolet,Altima,2010,40004,0.105545119,4222.23
04-08-2022,Jack Sanchez,Karla Pruitt,Toyota,Silverado,2013,13875,0.071068303,986.07
14-10-2022,David Farmer,Robert Chandler,Nissan,F-150,2021,30975,0.051539301,1596.43
27-07-2022,Tyler Larson,Fred Moses,Honda,Silverado,2019,31193,0.149235003,4655.09
20-05-2022,Elizabeth Walker,Todd Kelly,Ford,F-150,2021,19127,0.060917642,1165.17
29-11-2022,William Heath,Paul Perez,Honda,Corolla,2011,37217,0.097047677,3611.82
03-12-2022,Steven Ramirez,Joanna Ortiz,Honda,F-150,2016,47065,0.0688442,3240.15
23-06-2022,Matthew Turner,Amy Bautista,Chevrolet,Civic,2015,42038,0.05977968,2513.02
06-10-2022,Jessica Rodriguez,Johnathan Wheeler,Nissan,F-150,2020,10149,0.10981221,1114.48
24-04-2023,Kristin Jones,Alex White,Toyota,Silverado,2016,36956,0.05053964,1867.74
08-10-2022,Nathan Cruz,Erin Huffman,Toyota,Silverado,2022,20428,0.089660488,1831.58
08-08-2022,Caleb George,Mary Miller,Chevrolet,Altima,2022,25452,0.131013363,3334.55
10-08-2022,Angela Frazier DDS,Matthew Vincent,Ford,Corolla,2013,48984,0.050360511,2466.86
17-01-2023,Mary Whitaker,Rachael Hubbard,Chevrolet,Corolla,2010,31017,0.0787239,2441.78
16-11-2022,Timothy Edwards,Matthew Smith,Ford,Corolla,2011,46384,0.131699494,6108.75
11-03-2023,Robert Parker,Lisa Edwards,Honda,Corolla,2017,44289,0.05022895,2224.59
23-07-2022,Mrs. Candice Mcgrath DVM,Lori Martinez,Nissan,Altima,2019,19263,0.067221937,1294.9
26-11-2022,Joshua Ortega,Lisa Davidson,Honda,Corolla,2022,46723,0.143268135,6693.92
25-12-2022,Nicholas Taylor,Alyssa Campbell,Nissan,Civic,2019,36519,0.059356728,2167.65
08-02-2023,David Lee,David Vargas,Nissan,Silverado,2019,49894,0.094675267,4723.73
17-02-2023,Jamie Benton,Paul Johnson,Ford,Corolla,2018,38542,0.093399315,3599.8
10-11-2022,Amanda Lucas,Jeffrey Oliver,Ford,Silverado,2017,16933,0.062564309,1059.4
29-06-2022,Jeffrey Aguilar,Stephanie Richards,Ford,Altima,2022,43538,0.100246914,4364.55
11-04-2023,Maria Williams,Joy Contreras,Chevrolet,Corolla,2016,11525,0.071538565,824.48
02-03-2023,William Palmer,Karl Morris,Nissan,Corolla,2012,28390,0.050386124,1430.46
08-08-2022,Kristin Blackwell,Tiffany Villarreal,Honda,Civic,2015,15031,0.061023719,917.25
21-01-2023,Jennifer Brown,Jeffrey Vazquez,Nissan,Civic,2020,35774,0.094726438,3388.74
19-08-2022,Lauren Davis,Amy Smith,Ford,Altima,2010,23701,0.121973886,2890.9
03-01-2023,Linda Myers,Dennis Dillon,Chevrolet,Corolla,2017,21657,0.12159601,2633.4
09-07-2022,William Herrera,Jorge Williams,Ford,Corolla,2011,28656,0.055230323,1582.68
17-08-2022,Jessica Davis,Kimberly Alexander,Nissan,Civic,2014,37294,0.099205408,3699.77
16-06-2022,Yvonne Martin,Karen Dominguez,Nissan,Silverado,2021,19578,0.09376829,1835.8
18-06-2022,Nicholas Mcconnell,Katrina James,Chevrolet,Altima,2015,42001,0.129709646,5447.93
30-01-2023,Leslie Smith,Brittany Martinez,Honda,Corolla,2021,30205,0.051688236,1561.24
14-04-2023,Christopher Odom,Adam Mcmillan,Honda,Civic,2018,46572,0.076638086,3569.19
27-07-2022,Joshua Murphy,Kevin Mullins,Toyota,Corolla,2011,12915,0.145961651,1885.09
18-09-2022,Erin Becker,Robert Bauer,Ford,F-150,2017,27815,0.141667603,3940.48
15-01-2023,Wesley Smith,Marissa Williams,Chevrolet,Silverado,2016,48023,0.10640834,5110.05
02-11-2022,Mark Snyder,Mr. Jordan Kelley DDS,Chevrolet,Altima,2020,47399,0.114484478,5426.45
06-06-2022,Roy Gilbert,Joshua Dodson,Toyota,Silverado,2013,39763,0.114123851,4537.91
09-08-2022,Taylor Hayes,Christopher Stone,Chevrolet,F-150,2022,40452,0.103322318,4179.59
26-12-2022,Francisco Gonzales,Heather Mosley,Chevrolet,F-150,2015,47550,0.096537597,4590.36
03-11-2022,Cameron Wright,Angela Gregory,Ford,F-150,2017,42723,0.132624637,5666.12
25-02-2023,Brandon Koch,Thomas Martinez,Honda,F-150,2019,14206,0.143416949,2037.38
29-06-2022,Francis White,Christopher Gonzalez,Toyota,F-150,2015,15702,0.070163954,1101.71
21-07-2022,Jenna Burton,Brian Morrow,Honda,Civic,2010,44431,0.095718112,4252.85
10-11-2022,Dan Mitchell,Kenneth Nichols,Chevrolet,F-150,2021,33290,0.13950958,4644.27
18-05-2022,Douglas Pace,Matthew Wood,Nissan,Altima,2016,27900,0.102205378,2851.53
01-07-2022,Kim Smith,Charles Williams,Chevrolet,F-150,2011,23552,0.064779097,1525.68
04-11-2022,Jacqueline Moore,Jacob Rasmussen,Nissan,Civic,2014,15980,0.100856367,1611.68
20-10-2022,Steven Smith,Amanda Potter,Chevrolet,Silverado,2018,43048,0.068596549,2952.94
29-04-2023,Edward Fitzgerald,Mark Bruce,Nissan,F-150,2011,11329,0.137609145,1558.97
08-10-2022,Kimberly Jordan,Meagan Johnson,Ford,Altima,2018,45686,0.125363313,5727.35
12-10-2022,Andrew Hernandez MD,Phillip Reed,Toyota,Corolla,2019,18345,0.05576904,1023.08
30-05-2022,Patrick Parker,Kayla Watson,Honda,F-150,2011,38833,0.144433224,5608.78
26-12-2022,Bryan Marsh,Jessica Stanley,Nissan,Civic,2013,20218,0.061239386,1238.14
27-04-2023,Rebecca Wilson,Christopher Mccoy,Toyota,Altima,2017,29274,0.134731777,3944.14
21-04-2023,Bryan Garner,Mr. Richard Green II,Nissan,Corolla,2015,44013,0.126991659,5589.28
13-03-2023,Christopher Bennett,Dawn Owen,Chevrolet,Civic,2013,44873,0.09455856,4243.13
05-11-2022,Christopher Clarke,Courtney Garcia,Ford,Corolla,2013,19450,0.085648936,1665.87
21-05-2022,Thomas Cook,Heather Martin,Toyota,Corolla,2010,12110,0.136443198,1652.33
28-01-2023,Joshua Stewart,Amy George,Nissan,Civic,2019,49664,0.088988476,4419.52
17-07-2022,Jennifer Gray,Robert Diaz,Ford,Silverado,2010,23631,0.123149468,2910.15
29-12-2022,Erin Williams,Jeanette Lucas,Nissan,F-150,2021,14735,0.081943123,1207.43
17-07-2022,Rhonda Sanchez,Regina Miller,Ford,Silverado,2010,23634,0.062580137,1479.02
21-04-2023,Adam Hines,Marcia Farley,Chevrolet,Silverado,2014,10082,0.145415903,1466.08
16-08-2022,Robert Colon,Paul Shelton,Honda,Altima,2020,46756,0.121364335,5674.51
04-02-2023,Christina Flores,Shawn Murphy,Honda,Civic,2010,28024,0.076857323,2153.85
06-09-2022,Jonathan Cruz,Chad Stewart,Nissan,Silverado,2012,48244,0.064959757,3133.92
05-03-2023,Austin Dawson,Amy Matthews,Nissan,Corolla,2010,34202,0.146445663,5008.73
27-08-2022,Nathan Williams,Susan Hanson,Ford,F-150,2016,34806,0.141839571,4936.87
20-10-2022,Jeffrey Ramirez,Elizabeth Odonnell,Nissan,Corolla,2013,38253,0.143891812,5504.29
15-04-2023,Matthew Beck,Renee Frank,Chevrolet,Altima,2018,19039,0.145300208,2766.37
15-05-2022,Mrs. Jennifer Brooks,Erin Donovan,Ford,F-150,2011,36284,0.086158882,3126.19
23-07-2022,James Ward,Joshua Potts,Chevrolet,Civic,2017,21426,0.066208531,1418.58
27-02-2023,Jamie Hall,Stephen Lynch,Honda,F-150,2014,19327,0.092943245,1796.31
20-03-2023,Pedro Fisher,Richard Cooke,Ford,F-150,2019,38715,0.148897542,5764.57
22-04-2023,Daniel Obrien,Lori Estes,Chevrolet,Corolla,2011,23119,0.076520655,1769.08
12-04-2023,Bradley Armstrong,Randy Nichols,Ford,Civic,2011,11261,0.115160735,1296.83
22-04-2023,Amy Dalton,John Williams,Chevrolet,Altima,2022,34840,0.13636633,4751
19-09-2022,Lauren Phillips,Mary Reyes,Nissan,Silverado,2015,47105,0.128976509,6075.44
08-11-2022,Linda Bennett,Brendan Barnett,Chevrolet,Silverado,2014,13203,0.135885018,1794.09
30-07-2022,Mitchell Mata,Sarah Smith,Chevrolet,Civic,2013,24374,0.097885123,2385.85
05-08-2022,Haley Green,Jerry Clayton,Toyota,Silverado,2010,32451,0.139627334,4531.05
24-04-2023,Corey Hamilton,Dr. Wanda Manning,Honda,Corolla,2021,20893,0.081175655,1696
29-05-2022,Gary Shaw,Nicole Murillo,Honda,Silverado,2020,25334,0.098330505,2491.11
24-11-2022,Marie Flores,Tyler Johnson,Honda,Silverado,2022,22786,0.134022168,3053.83
07-11-2022,Lisa Beasley,Erin Mitchell,Nissan,Silverado,2019,29285,0.055730528,1632.07
18-03-2023,Dale Hines,Kevin Gonzalez,Honda,F-150,2022,28014,0.113703852,3185.3
20-12-2022,Derek Johnson,Harry Nguyen,Ford,Silverado,2020,42234,0.074764537,3157.61
06-04-2023,Robert Johnson,Robert Wyatt,Toyota,Altima,2011,18285,0.12863653,2352.12
26-10-2022,Danielle Middleton,Lisa Huynh,Honda,Corolla,2012,30107,0.133296291,4013.15
15-10-2022,Maria Simmons,John Baird,Chevrolet,Civic,2011,22101,0.112002706,2475.37
22-12-2022,Ashley Garrison,Fernando Gross,Nissan,Corolla,2021,45673,0.051639584,2358.53
28-09-2022,Todd Perez,Charles Daniels,Chevrolet,Corolla,2018,34152,0.102617412,3504.59
10-06-2022,Andrea Cox MD,Patricia Miller,Nissan,Civic,2019,46836,0.077889536,3648.03
03-07-2022,Kyle Tucker,Erica Mccoy,Ford,Corolla,2015,22865,0.074978456,1714.38
28-06-2022,Dr. Donald Hill,Jacqueline Osborne,Honda,Civic,2022,29453,0.085735003,2525.15
25-05-2022,Dr. Manuel Watson,Joel Little,Ford,Corolla,2017,46220,0.06524591,3015.67
01-09-2022,Richard Patton,Jessica Herman,Ford,Civic,2017,30535,0.148641579,4538.77
31-08-2022,Erik Cooley,Nicholas Costa,Honda,Altima,2012,16372,0.099783002,1633.65
22-12-2022,Susan Lowe,Megan Lowery,Toyota,Altima,2016,43647,0.055340487,2415.45
03-04-2023,Kenneth Beltran,Kurt Bean,Nissan,Corolla,2019,45909,0.055404051,2543.54
13-03-2023,Casey Malone,Robert Davenport,Chevrolet,F-150,2019,31115,0.092337781,2873.09
29-08-2022,Deborah Ortiz,Joshua Lee,Ford,Corolla,2020,34243,0.103256363,3535.81
02-08-2022,Stephanie Hawkins,Allen Brown,Honda,Silverado,2014,39092,0.095478267,3732.44
06-07-2022,Justin Green,Deborah Robbins,Honda,Civic,2015,18721,0.130922625,2451
12-04-2023,Anthony Johnston,Victoria Robertson,Nissan,Silverado,2017,45730,0.114527234,5237.33
15-04-2023,Jenna Howard,Charles Green,Ford,Corolla,2018,42237,0.145412151,6141.77
17-08-2022,Jennifer Perez,Edwin Page,Toyota,Silverado,2016,25707,0.096620376,2483.82
19-12-2022,Alyssa Simpson,Denise Hunter,Ford,Civic,2015,40445,0.103599886,4190.1
07-07-2022,Christopher Evans,Micheal Bowen,Toyota,Silverado,2020,35924,0.147864224,5311.87
04-08-2022,Kimberly Zimmerman,Sheila Wilson,Ford,Silverado,2018,35573,0.076445435,2719.39
25-12-2022,Lisa Griffin,Gregory Frye,Toyota,Corolla,2017,43702,0.076026544,3322.51
27-03-2023,Jenny Mann,Gina Baker,Honda,F-150,2017,41448,0.052207137,2163.88
14-10-2022,Margaret Martin,Kenneth Edwards,Ford,Silverado,2012,25131,0.10989249,2761.71
22-04-2023,Anna Burke,Wendy Tate,Ford,Silverado,2017,41602,0.096858401,4029.5
08-08-2022,Melissa Miller,Betty Williams,Nissan,Civic,2016,27582,0.128255876,3537.55
29-09-2022,Kevin Welch,Kristen Lambert,Ford,Silverado,2012,21886,0.128377331,2809.67
02-03-2023,Jerry Haynes,Timothy Hampton,Nissan,Altima,2016,33830,0.062291543,2107.32
20-06-2022,Jody Gardner,Ashley Pham,Toyota,Altima,2021,46815,0.098406725,4606.91
14-02-2023,Jesse Baker,Brianna Turner,Nissan,Civic,2010,19921,0.138543538,2759.93
09-05-2022,Clinton Johnson,Ashley Jones,Honda,Civic,2010,46846,0.108754186,5094.7
10-04-2023,James Ortiz,Troy Carrillo,Toyota,Civic,2011,27592,0.10465783,2887.72
22-07-2022,Brandon Harris,Rebecca Jackson,Toyota,Silverado,2011,11677,0.063463355,741.06
23-10-2022,Jason Bentley,Kenneth Kelly,Nissan,F-150,2022,36452,0.098819131,3602.15
21-09-2022,Sherry Wood,Kevin Short,Honda,Altima,2014,38590,0.138611857,5349.03
15-09-2022,John Oliver,Sarah Smith,Chevrolet,Altima,2018,48833,0.108240577,5285.71
10-11-2022,Margaret Wilson,Jason Walker,Chevrolet,F-150,2021,39346,0.076466908,3008.67
31-07-2022,Joshua Wilson,Bryan Park,Nissan,Civic,2022,34281,0.100870867,3457.95
20-01-2023,Lisa Perry,Rebecca Carroll,Nissan,Civic,2020,32584,0.070883074,2309.65
09-06-2022,Alan Salinas,Joseph Perez,Toyota,F-150,2014,34621,0.070250716,2432.15
11-11-2022,Sandra Wallace,Nathan Lambert,Toyota,Altima,2013,44162,0.126419727,5582.95
05-03-2023,Barry Mack,Nicole Hill,Chevrolet,Corolla,2015,22356,0.06112077,1366.42
01-05-2023,Sara Brown,Jennifer Thomas,Chevrolet,Altima,2017,40799,0.119807183,4888.01
18-11-2022,Anita Jones,Tracy Ryan,Ford,Silverado,2021,34880,0.12320567,4297.41
02-05-2022,Brian Evans,Donna Mack,Nissan,F-150,2015,23706,0.072383416,1715.92
04-03-2023,Mark Baker,Angela Taylor,Ford,Silverado,2010,30644,0.092081161,2821.74
02-08-2022,Robert Williams,Jeffrey Smith,Ford,F-150,2013,41836,0.083571456,3496.3
15-03-2023,Peter Little,James Delacruz,Ford,Silverado,2010,48775,0.051539549,2513.84
27-02-2023,Vanessa Brown,Mary Ross,Ford,F-150,2017,29554,0.115743802,3420.69
19-04-2023,Scott Walker,Billy Smith,Chevrolet,F-150,2018,29256,0.057729582,1688.94
01-05-2023,Laura Riley,Lisa Jackson,Nissan,Altima,2017,38884,0.141096096,5486.38
31-12-2022,Elizabeth Williamson,Jeffery Tran,Chevrolet,Corolla,2013,30997,0.101055953,3132.43
02-06-2022,Heather Estrada,Dennis Morrison,Honda,Silverado,2015,11147,0.121298468,1352.11
27-09-2022,Brian Trujillo,Kristen Sullivan,Ford,F-150,2022,26627,0.073355094,1953.23
19-08-2022,John Garcia,Matthew Ferguson,Honda,Civic,2020,15399,0.136096547,2095.75
06-06-2022,Diane Reynolds,Katie Jones,Ford,Civic,2011,32238,0.069155993,2229.45
08-04-2023,Amanda Haynes,Christina Gay,Ford,Altima,2010,44060,0.128968383,5682.35
31-12-2022,Teresa Smith,Daniel Williams,Ford,Altima,2016,33966,0.104346125,3544.22
12-12-2022,Justin Arellano,Andrew Evans,Ford,F-150,2020,30509,0.146505437,4469.73
06-11-2022,Evan Fisher,Scott Davis,Toyota,Altima,2021,21418,0.061939975,1326.63
02-03-2023,Caitlin Jones,Thomas Jones,Chevrolet,F-150,2022,23632,0.141110411,3334.72
16-08-2022,Brooke Norris,Patrick Mcdonald,Chevrolet,Silverado,2021,28436,0.141318117,4018.52
27-11-2022,Tracy Jenkins,Sarah Daniels,Toyota,Altima,2011,33738,0.062297468,2101.79
09-01-2023,Thomas Evans,Andrew Ballard,Nissan,F-150,2015,10037,0.081381148,816.82
09-06-2022,Mary Hall,Alicia Vazquez,Honda,Altima,2016,12211,0.118489025,1446.87
05-01-2023,Rhonda Bowman,Heather Patel,Nissan,Corolla,2014,45307,0.095145857,4310.77
30-12-2022,Patrick Espinoza,Tina Hall,Ford,Altima,2019,12380,0.104612687,1295.11
18-09-2022,Edwin Berry,Paula Cruz,Honda,Silverado,2016,46931,0.092548515,4343.39
16-09-2022,Derrick Harper,Norma Cook,Ford,Altima,2022,36564,0.103678068,3790.88
23-01-2023,Laura Lewis,Kelly Nash,Honda,F-150,2022,39519,0.076564814,3025.76
07-08-2022,Meredith Alvarado,Lori Owens,Nissan,Civic,2012,15573,0.067659504,1053.66
01-05-2023,Thomas Boyd,Joshua Riddle,Honda,Corolla,2013,28605,0.148908192,4259.52
29-07-2022,Brittany Ross,Francisco Villarreal,Nissan,Silverado,2018,40928,0.054346272,2224.28
13-05-2022,Joshua Lara,Sheila Shaw,Ford,Civic,2018,31434,0.061484553,1932.71
24-11-2022,Miranda Smith,Denise Smith,Nissan,Altima,2020,32004,0.139294062,4457.97
15-02-2023,John Phillips,Debbie Stanley,Ford,Silverado,2017,49808,0.120743182,6013.98
11-06-2022,Heather Johnson,Brittany Roberts,Toyota,Silverado,2019,31880,0.100238868,3195.62
14-06-2022,Lori Barnes,Elizabeth Houston,Nissan,F-150,2014,15570,0.058567467,911.9
29-10-2022,Erica Perkins,Mr. James Horn,Chevrolet,F-150,2015,44582,0.14769772,6584.66
18-03-2023,Mary Smith,Ryan Wilson,Honda,F-150,2013,42706,0.095826066,4092.35
24-05-2022,Anna Garcia,Wendy Campbell,Honda,Civic,2018,17437,0.105759134,1844.12
11-08-2022,Michael Baker,Laurie Neal MD,Nissan,Silverado,2021,38226,0.124649365,4764.85
21-11-2022,Jacqueline Hughes,Tyler Hart,Ford,Corolla,2021,44988,0.126839462,5706.25
18-11-2022,Colton Gordon,Sheri Blackwell,Chevrolet,Altima,2014,25683,0.148845373,3822.8
13-04-2023,Melissa Palmer,George Washington,Ford,Corolla,2013,13593,0.058572599,796.18
30-04-2023,Jeffrey Green,Jimmy Ward Jr.,Honda,Altima,2017,33277,0.075910801,2526.08
30-07-2022,Jennifer Powers,Stephanie Jimenez,Toyota,F-150,2012,22457,0.062426252,1401.91
25-07-2022,Laura Bray,James Moore,Honda,Silverado,2020,32132,0.135476018,4353.12
07-01-2023,Chad Roberts,Jesse Williams,Ford,Civic,2014,12614,0.084207635,1062.2
17-10-2022,Rita Newman,Robert Moore,Chevrolet,Corolla,2017,32380,0.130514715,4226.07
27-04-2023,Ryan Middleton,Nathan Moore,Ford,Altima,2010,23784,0.129186541,3072.57
20-04-2023,Joshua Griffith,Justin Gray,Toyota,Corolla,2011,11732,0.13992414,1641.59
30-08-2022,Sarah Lopez,Jeffery Valdez,Nissan,Altima,2012,13905,0.109549493,1523.29
19-01-2023,Rebecca Goodman,Lauren Meyers,Nissan,F-150,2014,21992,0.139902599,3076.74
25-05-2022,Alicia Thomas,Jessica Fowler,Toyota,Corolla,2018,19050,0.103636258,1974.27
06-11-2022,Alicia Griffin,Shane Jones,Nissan,Corolla,2015,33796,0.143368157,4845.27
24-11-2022,Heather Travis,Jason King,Toyota,Silverado,2013,13535,0.054908994,743.19
08-05-2022,Christina Brooks,Justin Cross,Ford,Corolla,2015,23959,0.069631828,1668.31
22-03-2023,Rebecca Sanchez,Alex Stone,Honda,Altima,2011,36817,0.141366973,5204.71
19-09-2022,Cheryl Edwards,Anthony Washington,Nissan,Civic,2015,21580,0.070748064,1526.74
16-08-2022,Gary Allen,Kimberly Chandler,Chevrolet,Altima,2021,18384,0.144552588,2657.45
30-03-2023,Patricia Knapp,Christina Smith,Nissan,Altima,2013,39988,0.085811221,3431.42
01-11-2022,Duane Bartlett,Scott Foster,Nissan,F-150,2021,25137,0.059441746,1494.19
11-02-2023,Joseph Gould,Alicia Wilson,Chevrolet,Corolla,2021,42331,0.102166486,4324.81
17-08-2022,Joshua Powell,William Reid,Toyota,Corolla,2011,36178,0.074718175,2703.15
13-12-2022,James Davis,Helen Holt,Honda,Corolla,2012,40940,0.132953745,5443.13
28-07-2022,Jonathan Green,Christina Ramirez,Ford,F-150,2013,36460,0.072448012,2641.45
24-01-2023,Leah Banks,Pamela Mccarty,Ford,Civic,2018,49525,0.130775331,6476.65
27-11-2022,Mark Frank,Larry Stewart,Honda,F-150,2021,37393,0.053227844,1990.35
12-08-2022,Amber Cardenas,Jonathan Villa,Ford,Altima,2022,44253,0.135249952,5985.22
